Middle-aged, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Part-time, United-States, >50K
Young, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,Part-time, United-States, <=50K
Senior, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,Full-time, Thailand, <=50K
Senior, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Divorced, Tech-support, Unmarried, Black, Female,Full-time, United-States, >50K
Senior, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-inc, HS-grad, Divorced, Sales, Unmarried, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,Too-much, United-States, <=50K
Young, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, 10th, Separated, Other-service, Not-in-family, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,Full-time, United-States, <=50K
Senior, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, State-gov, Some-college, Divorced, Protective-serv, Unmarried, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,Over-time, United-States, >50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Other-relative, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,Full-time, United-States, <=50K
Old, Self-emp-not-inc, Doctorate, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,Part-time, United-States, >50K
Senior, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, 11th, Widowed, Other-service, Unmarried, White, Female,Too-much, Greece, >50K
Middle-aged, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, >50K
Young, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,Over-time, United-States, <=50K
Senior, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,Part-time, Canada, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,Full-time, United-States, <=50K
Young, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Young, Federal-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, 12th, Never-married, Craft-repair, Own-child, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Over-time, United-States, <=50K
Senior, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, <=50K
Old, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Other, Male,Full-time, Columbia, <=50K
Middle-aged, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,Full-time, Cambodia, <=50K
Senior, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,Over-time, United-States, >50K
Senior, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,Full-time, United-States, <=50K
Young, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, 1st-4th, Never-married, Other-service, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,Part-time, United-States, <=50K
Young, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,Full-time, Laos, <=50K
Middle-aged, Private, HS-grad, Separated, Craft-repair, Other-relative, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,Full-time, United-States, >50K
Senior, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Young, Self-emp-inc, Some-college, Divorced, Adm-clerical, Own-child, White, Female,Over-time, United-States, <=50K
Senior, State-gov, HS-grad, Widowed, Tech-support, Unmarried, Black, Female,Full-time, United-States, <=50K
Young, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Male,Part-time, United-States, <=50K
Young, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, Mexico, <=50K
Young, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Too-much, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,Part-time, United-States, >50K
Young, Private, 11th, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Senior, Local-gov, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, >50K
Senior, State-gov, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,Full-time, United-States, <=50K
Senior, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Young, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,Too-much, United-States, <=50K
Senior, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,Over-time, United-States, <=50K
Senior, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, France, >50K
Middle-aged, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,Too-much, United-States, <=50K
Young, Private, 11th, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Sales, Own-child, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Too-much, United-States, >50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,Too-much, Greece, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
